fiberlookup_initial,fiberlookup_latency,fiberlookup_stop_latency,fiberlookup_miss_latency,fiberlookup_starting,incr_type,fiberlookup_ii,fiberlookup_numerator_factor,fiberlookup_denominator_factor,diff1,diff2,diff3,diff4,diff5,diff6,diff7,diff8,diff9,diff10,timestamp
50,50,100,100,0,2,1,200,100,98.0,535.0,534.0,283.0,587.0,907.0,299.0,197.0,599.0,582.0,8598
0,2,88,70,1,2,1,144,86,0.0,391.0,390.0,80.0,295.0,261.0,193.0,67.0,263.0,389.0,8637
0,2,7,70,1,0,2,155,86,6.0,617.0,615.0,122.0,380.0,929.0,216.0,72.0,342.0,813.0,8673
7,6,7,67,1,0,3,97,86,17.0,685.0,682.0,119.0,403.0,1607.0,174.0,82.0,381.0,1088.0,8709
7,42,40,97,151,0,7,143,2,860.0,15879.0,15872.0,5915.0,8145.0,12430.0,6384.0,915.0,6845.0,17008.0,8743
0,2,7,70,23,0,1,125,76,20.0,407.0,406.0,100.0,314.0,259.0,213.0,87.0,283.0,405.0,8778
50,50,59,23,57,1,1,92,100,146.0,324.0,324.0,207.0,407.0,802.0,215.0,195.0,438.0,373.0,8827
0,2,70,70,1,0,2,144,56,13.0,773.0,771.0,181.0,458.0,1020.0,281.0,79.0,407.0,968.0,8863
0,2,9,67,1,0,1,144,92,2.0,367.0,366.0,68.0,278.0,226.0,181.0,62.0,248.0,364.0,8913
0,2,7,73,13,0,1,172,86,13.0,471.0,470.0,119.0,346.0,292.0,235.0,83.0,308.0,468.0,8959
22,44,88,61,112,0,8,191,93,220.0,1996.0,2003.0,501.0,1013.0,5417.0,434.0,255.0,979.0,3404.0,9006
3,10,7,75,34,0,1,144,86,44.0,432.0,431.0,127.0,350.0,316.0,234.0,111.0,321.0,433.0,9044
0,2,7,70,1,1,1,176,86,3.0,467.0,466.0,109.0,334.0,284.0,225.0,70.0,295.0,464.0,9082
38,34,63,48,53,1,3,110,77,131.0,809.0,806.0,268.0,572.0,2070.0,264.0,180.0,576.0,1243.0,9122
2,1,7,70,2,0,4,141,86,18.0,987.0,983.0,180.0,514.0,2281.0,229.0,85.0,475.0,1584.0,9165
0,2,0,70,1,0,2,147,86,6.0,598.0,596.0,114.0,370.0,919.0,208.0,72.0,334.0,795.0,9202
25,47,65,82,145,1,5,21,13,236.0,1361.0,1356.0,434.0,842.0,3382.0,417.0,291.0,823.0,2179.0,9245
42,41,58,22,0,2,1,147,32,105.0,993.0,993.0,403.0,686.0,1063.0,454.0,146.0,644.0,1030.0,9297
0,34,7,70,1,0,1,144,86,32.0,391.0,390.0,80.0,295.0,242.0,193.0,67.0,263.0,389.0,9337
3,2,7,70,0,0,1,121,86,1.0,339.0,338.0,67.0,279.0,246.0,172.0,69.0,254.0,339.0,9371
1,4,7,70,15,0,1,144,86,17.0,406.0,405.0,97.0,313.0,268.0,208.0,83.0,282.0,405.0,9413
2,26,24,0,36,1,3,55,69,64.0,613.0,615.0,76.0,280.0,1514.0,140.0,69.0,262.0,1009.0,9446
0,2,9,70,13,0,1,132,86,10.0,375.0,374.0,81.0,293.0,237.0,193.0,77.0,263.0,373.0,9480
0,2,7,70,170,0,1,144,86,169.0,560.0,559.0,249.0,464.0,411.0,362.0,236.0,432.0,558.0,9516
36,32,62,45,25,2,2,136,46,106.0,885.0,883.0,318.0,616.0,1512.0,349.0,153.0,594.0,1116.0,9556
0,8,7,78,1,0,1,151,86,6.0,416.0,415.0,94.0,320.0,259.0,208.0,75.0,286.0,413.0,9600
0,2,25,70,1,0,1,144,86,0.0,391.0,390.0,80.0,295.0,242.0,193.0,67.0,263.0,389.0,9635
28,38,52,67,140,0,1,136,12,288.0,2506.0,2505.0,1053.0,1535.0,1804.0,1178.0,344.0,1357.0,2522.0,9666
39,28,59,94,23,2,2,191,94,96.0,749.0,747.0,303.0,630.0,1469.0,321.0,199.0,627.0,984.0,9717
0,2,7,70,1,0,1,38,20,1.0,436.0,435.0,97.0,319.0,266.0,213.0,68.0,283.0,434.0,9751
2,2,4,70,1,0,1,128,77,0.0,391.0,390.0,85.0,302.0,263.0,194.0,69.0,272.0,390.0,9789
0,2,13,54,1,0,1,144,82,0.0,392.0,391.0,70.0,272.0,235.0,184.0,51.0,238.0,389.0,9827
0,4,7,67,1,0,1,144,86,2.0,388.0,387.0,77.0,289.0,239.0,190.0,64.0,257.0,386.0,9863
2,36,89,61,178,0,7,111,51,253.0,1863.0,1862.0,485.0,940.0,4581.0,478.0,273.0,883.0,3056.0,9899
0,2,7,70,38,1,1,144,86,37.0,428.0,427.0,117.0,332.0,279.0,230.0,104.0,300.0,426.0,9934
37,22,64,89,38,2,2,119,78,98.0,655.0,653.0,267.0,574.0,1397.0,285.0,200.0,578.0,888.0,9968
0,2,23,70,1,0,1,144,86,0.0,391.0,390.0,80.0,295.0,242.0,193.0,67.0,263.0,389.0,10003
7,0,7,70,1,0,1,144,86,6.0,398.0,397.0,101.0,323.0,326.0,200.0,81.0,298.0,403.0,10037
0,2,7,70,53,0,1,144,86,52.0,443.0,442.0,132.0,347.0,294.0,245.0,119.0,315.0,441.0,10070
35,21,72,84,18,2,4,149,65,93.0,1182.0,1178.0,360.0,758.0,2782.0,348.0,187.0,740.0,1811.0,10112
0,19,47,21,143,2,9,102,34,217.0,2373.0,2381.0,545.0,1057.0,5926.0,508.0,232.0,985.0,3953.0,10151
0,2,7,70,1,0,1,144,97,3.0,352.0,351.0,64.0,276.0,220.0,177.0,64.0,247.0,350.0,10195
3,1,4,67,10,0,1,144,94,9.0,372.0,371.0,84.0,296.0,267.0,190.0,77.0,269.0,372.0,10232
44,34,81,71,26,2,2,155,89,107.0,675.0,673.0,274.0,577.0,1491.0,281.0,186.0,584.0,915.0,10272
29,2,7,70,1,0,1,144,81,29.0,441.0,440.0,175.0,422.0,601.0,231.0,125.0,417.0,467.0,10312
0,3,3,70,1,0,1,144,87,1.0,388.0,387.0,78.0,293.0,239.0,192.0,65.0,262.0,385.0,10347
16,30,13,49,12,1,4,97,87,67.0,884.0,880.0,170.0,484.0,2379.0,187.0,98.0,468.0,1495.0,10387
0,2,6,70,1,0,1,144,86,0.0,391.0,390.0,80.0,295.0,242.0,193.0,67.0,263.0,389.0,10425
0,2,6,66,6,0,1,144,92,3.0,371.0,370.0,72.0,281.0,230.0,185.0,66.0,251.0,368.0,10467
47,21,98,65,26,1,5,131,79,113.0,1255.0,1250.0,368.0,781.0,3565.0,307.0,199.0,784.0,2095.0,10511
0,2,7,70,1,2,1,144,86,0.0,391.0,390.0,80.0,295.0,242.0,193.0,67.0,263.0,389.0,10546
49,12,89,0,171,2,3,0,37,224.0,619.0,621.0,275.0,506.0,2183.0,239.0,276.0,549.0,1063.0,10587
4,1,5,70,1,0,1,144,98,0.0,353.0,352.0,75.0,291.0,266.0,180.0,72.0,266.0,355.0,10622
1,3,7,70,1,0,1,144,86,2.0,392.0,391.0,83.0,299.0,254.0,194.0,69.0,268.0,391.0,10663
39,40,99,60,12,1,3,189,65,110.0,1080.0,1077.0,358.0,712.0,2243.0,362.0,166.0,690.0,1513.0,10696
0,16,7,70,144,0,1,144,86,157.0,534.0,533.0,223.0,438.0,385.0,336.0,210.0,406.0,532.0,10739
49,34,10,65,68,0,2,110,13,214.0,2073.0,2071.0,850.0,1319.0,2331.0,893.0,292.0,1210.0,2311.0,10778
0,1,7,70,22,0,1,144,100,17.0,364.0,363.0,82.0,293.0,236.0,195.0,85.0,265.0,362.0,10813
0,13,7,79,18,0,1,144,86,28.0,417.0,416.0,106.0,330.0,268.0,219.0,93.0,298.0,415.0,10849
0,45,7,70,116,0,1,144,86,158.0,506.0,505.0,195.0,410.0,357.0,308.0,182.0,378.0,504.0,10883
30,27,92,81,7,2,3,179,57,85.0,1135.0,1132.0,365.0,736.0,2150.0,388.0,166.0,701.0,1558.0,10918
0,2,15,64,1,0,1,144,86,0.0,385.0,384.0,74.0,283.0,236.0,187.0,61.0,251.0,383.0,10953
18,37,42,76,37,0,2,64,77,86.0,481.0,479.0,142.0,399.0,1077.0,193.0,141.0,397.0,696.0,10989
0,2,7,72,16,0,1,144,93,13.0,383.0,382.0,87.0,301.0,244.0,199.0,82.0,271.0,381.0,11033
42,26,77,79,42,2,4,156,84,126.0,1120.0,1116.0,365.0,754.0,2846.0,336.0,217.0,751.0,1756.0,11067
0,2,47,70,1,0,1,144,86,0.0,391.0,390.0,80.0,295.0,242.0,193.0,67.0,263.0,389.0,11107
0,4,9,70,1,0,1,144,86,2.0,391.0,390.0,80.0,295.0,242.0,193.0,67.0,263.0,389.0,11149
20,26,29,100,96,0,3,106,71,148.0,899.0,896.0,314.0,654.0,1932.0,347.0,239.0,639.0,1315.0,11188
0,2,7,70,1,0,1,144,86,0.0,391.0,390.0,80.0,295.0,242.0,193.0,67.0,263.0,389.0,11234
37,23,85,93,58,1,4,157,87,133.0,1134.0,1130.0,377.0,773.0,2804.0,357.0,236.0,766.0,1766.0,11273
1,2,30,70,177,0,1,144,86,177.0,568.0,567.0,259.0,475.0,430.0,370.0,245.0,444.0,567.0,11307
0,6,9,70,1,0,1,174,91,5.0,439.0,438.0,98.0,320.0,268.0,214.0,68.0,284.0,436.0,11352
17,44,87,19,10,2,9,185,55,131.0,2356.0,2364.0,517.0,1053.0,6079.0,449.0,163.0,992.0,3953.0,11391
0,1,0,54,1,0,1,144,86,1.0,375.0,374.0,64.0,263.0,226.0,177.0,51.0,231.0,373.0,11427
0,2,7,70,24,0,2,144,91,27.0,596.0,594.0,127.0,380.0,927.0,221.0,93.0,347.0,792.0,11464
0,44,7,70,54,0,1,144,86,95.0,444.0,443.0,133.0,348.0,295.0,246.0,120.0,316.0,442.0,11501
46,37,79,58,0,2,1,174,66,87.0,619.0,618.0,280.0,554.0,910.0,308.0,153.0,550.0,661.0,11561
16,24,1,33,37,0,9,8,10,113.0,1844.0,1852.0,321.0,806.0,5749.0,237.0,144.0,790.0,3443.0,11610
0,11,7,66,1,0,2,186,89,18.0,671.0,669.0,140.0,401.0,957.0,237.0,71.0,359.0,867.0,11655
5,2,3,70,27,0,1,170,86,32.0,483.0,482.0,144.0,372.0,361.0,250.0,104.0,340.0,485.0,11700
0,45,7,70,49,0,1,129,82,89.0,419.0,418.0,120.0,334.0,278.0,233.0,113.0,303.0,417.0,11743
43,32,81,69,12,2,2,168,73,94.0,771.0,769.0,300.0,612.0,1528.0,312.0,172.0,609.0,1009.0,11783
0,17,17,11,53,1,7,138,82,103.0,1610.0,1616.0,283.0,674.0,4311.0,277.0,114.0,630.0,2795.0,11820
2,2,7,69,52,0,1,144,79,53.0,473.0,472.0,147.0,367.0,332.0,258.0,121.0,335.0,472.0,11863
0,2,7,70,1,0,1,144,79,0.0,421.0,420.0,91.0,310.0,258.0,206.0,67.0,276.0,418.0,11905
40,30,96,87,3,2,3,190,79,88.0,998.0,995.0,340.0,708.0,2187.0,338.0,182.0,697.0,1432.0,11953
0,2,7,48,1,0,1,81,86,8.0,221.0,220.0,0.0,176.0,136.0,109.0,37.0,157.0,219.0,11988
0,9,7,59,8,0,1,150,86,14.0,401.0,400.0,81.0,288.0,245.0,196.0,63.0,255.0,399.0,12033
11,29,77,31,191,0,6,188,1,1933.0,39203.0,39208.0,14964.0,20005.0,25010.0,16260.0,1953.0,16620.0,40015.0,12074
0,4,4,70,18,0,1,117,86,16.0,345.0,344.0,72.0,280.0,223.0,184.0,81.0,254.0,342.0,12118
32,24,82,83,13,2,4,164,61,93.0,1253.0,1249.0,376.0,779.0,2796.0,372.0,180.0,751.0,1879.0,12156
0,2,7,70,1,2,1,144,76,1.0,435.0,434.0,97.0,318.0,266.0,212.0,68.0,282.0,433.0,12201
0,2,7,57,1,0,2,169,86,7.0,637.0,635.0,121.0,370.0,934.0,217.0,60.0,330.0,833.0,12241
2,49,55,70,142,0,8,107,37,242.0,2180.0,2187.0,546.0,1067.0,5270.0,524.0,257.0,994.0,3571.0,12278
6,2,0,88,10,0,1,123,81,13.0,393.0,392.0,113.0,348.0,323.0,213.0,104.0,325.0,397.0,12319
34,28,76,88,15,2,2,185,76,86.0,810.0,808.0,305.0,631.0,1440.0,336.0,178.0,616.0,1040.0,12359
3,2,7,70,1,0,1,144,86,3.0,394.0,393.0,89.0,307.0,278.0,196.0,73.0,278.0,395.0,12395
0,2,7,86,1,0,1,144,86,0.0,407.0,406.0,96.0,327.0,258.0,209.0,83.0,295.0,405.0,12437
9,39,0,23,30,1,1,132,28,102.0,1012.0,1012.0,341.0,595.0,692.0,458.0,110.0,517.0,1016.0,12480
33,24,78,85,23,2,3,149,67,93.0,972.0,969.0,322.0,678.0,2084.0,334.0,184.0,663.0,1400.0,12519
0,2,7,70,1,2,1,92,86,6.0,269.0,268.0,32.0,233.0,173.0,142.0,61.0,212.0,267.0,12554
0,2,7,70,9,0,2,137,74,15.0,635.0,633.0,133.0,392.0,942.0,228.0,81.0,354.0,831.0,12595
0,16,7,70,1,0,1,144,83,14.0,403.0,402.0,84.0,302.0,248.0,199.0,67.0,269.0,401.0,12635
17,50,64,28,157,2,3,172,86,234.0,1015.0,1017.0,359.0,636.0,1986.0,401.0,254.0,611.0,1425.0,12677
37,31,86,76,17,2,3,167,73,98.0,974.0,971.0,325.0,677.0,2141.0,329.0,177.0,665.0,1406.0,12720
0,2,7,70,1,0,1,144,99,3.0,346.0,345.0,62.0,273.0,216.0,175.0,64.0,245.0,344.0,12756
0,2,7,71,1,0,1,119,86,3.0,333.0,332.0,58.0,267.0,210.0,169.0,65.0,240.0,331.0,12798
0,4,25,71,1,0,1,144,86,2.0,392.0,391.0,81.0,297.0,243.0,194.0,68.0,265.0,390.0,12837
23,19,23,22,72,0,8,200,57,169.0,2226.0,2233.0,550.0,1059.0,5491.0,490.0,205.0,1003.0,3631.0,12876
36,2,7,70,1,0,1,144,86,36.0,427.0,426.0,188.0,439.0,674.0,229.0,139.0,443.0,461.0,12914
34,34,96,70,10,2,3,184,61,99.0,1106.0,1103.0,360.0,721.0,2191.0,375.0,166.0,693.0,1534.0,12955
0,2,0,70,1,0,1,137,81,0.0,395.0,394.0,81.0,297.0,244.0,194.0,67.0,264.0,392.0,12994
0,2,7,70,38,0,1,135,86,35.0,407.0,406.0,108.0,321.0,266.0,221.0,102.0,291.0,405.0,13037
4,29,23,20,120,1,3,76,74,156.0,749.0,751.0,187.0,419.0,1651.0,249.0,163.0,399.0,1147.0,13079
0,2,7,70,1,0,1,144,19,52.0,1584.0,1583.0,540.0,904.0,908.0,696.0,119.0,766.0,1576.0,13117
38,24,95,73,17,2,4,155,68,98.0,1170.0,1166.0,356.0,744.0,2838.0,337.0,181.0,730.0,1802.0,13158
0,2,13,68,1,0,1,144,85,0.0,393.0,392.0,79.0,293.0,242.0,193.0,65.0,261.0,391.0,13192
0,2,7,80,1,0,1,144,86,0.0,401.0,400.0,90.0,315.0,252.0,203.0,77.0,283.0,399.0,13227
21,37,2,86,105,0,7,105,51,199.0,1810.0,1803.0,485.0,981.0,4695.0,439.0,262.0,945.0,3022.0,13274
0,2,5,70,1,0,1,182,27,45.0,1415.0,1414.0,474.0,818.0,814.0,624.0,112.0,694.0,1407.0,13317
36,27,84,80,24,2,4,167,70,108.0,1204.0,1200.0,372.0,769.0,2823.0,359.0,193.0,751.0,1833.0,13361
0,2,7,70,1,0,1,136,72,1.0,434.0,433.0,97.0,318.0,265.0,212.0,68.0,282.0,431.0,13405
25,33,45,89,135,0,6,181,52,235.0,1934.0,1928.0,608.0,1109.0,4263.0,585.0,310.0,1054.0,2949.0,13442
3,2,7,70,1,0,1,144,86,3.0,394.0,393.0,89.0,307.0,278.0,196.0,73.0,278.0,395.0,13481
25,2,3,70,1,0,1,144,38,43.0,843.0,842.0,320.0,613.0,780.0,398.0,135.0,568.0,864.0,13517
33,25,88,87,32,2,4,168,72,109.0,1205.0,1201.0,374.0,773.0,2792.0,366.0,200.0,753.0,1832.0,13554
0,2,7,58,1,0,1,144,89,2.0,368.0,367.0,63.0,266.0,222.0,177.0,53.0,235.0,365.0,13600
18,46,99,100,41,0,8,31,98,130.0,1605.0,1597.0,322.0,825.0,5112.0,250.0,194.0,814.0,3014.0,13644
0,2,7,70,1,0,1,144,86,0.0,391.0,390.0,80.0,295.0,242.0,193.0,67.0,263.0,389.0,13684
38,32,85,69,0,2,2,176,61,83.0,872.0,870.0,318.0,640.0,1526.0,345.0,156.0,622.0,1105.0,13743
0,2,7,62,1,0,1,173,86,3.0,452.0,451.0,98.0,315.0,272.0,214.0,62.0,276.0,449.0,13778
0,5,17,70,0,0,1,144,86,2.0,390.0,389.0,79.0,294.0,241.0,192.0,66.0,262.0,388.0,13814
44,0,30,79,119,1,10,0,3,198.0,2023.0,2013.0,495.0,1073.0,6763.0,329.0,310.0,1088.0,3857.0,13850
0,2,7,70,139,0,1,144,86,138.0,529.0,528.0,218.0,433.0,380.0,331.0,205.0,401.0,527.0,13889
41,37,83,58,0,2,1,182,55,88.0,749.0,748.0,317.0,603.0,930.0,361.0,149.0,583.0,786.0,13946
4,2,7,70,1,0,1,131,99,1.0,324.0,323.0,64.0,276.0,249.0,168.0,70.0,254.0,326.0,13989
0,2,8,70,29,0,1,144,86,28.0,419.0,418.0,108.0,323.0,270.0,221.0,95.0,291.0,417.0,14030
29,25,78,80,47,2,5,54,56,114.0,1132.0,1127.0,295.0,688.0,3272.0,266.0,193.0,686.0,1955.0,14076
0,2,7,70,183,0,5,144,86,206.0,1373.0,1368.0,390.0,761.0,3116.0,423.0,269.0,717.0,2167.0,14119
35,31,92,78,0,2,2,180,61,79.0,891.0,889.0,323.0,653.0,1504.0,356.0,159.0,630.0,1121.0,14176
4,2,7,62,17,0,2,144,86,26.0,603.0,601.0,132.0,382.0,971.0,217.0,88.0,351.0,804.0,14212
0,5,2,88,1,0,1,147,98,0.0,373.0,372.0,83.0,313.0,239.0,196.0,82.0,284.0,371.0,14254
0,2,7,70,1,0,1,144,58,6.0,554.0,553.0,142.0,379.0,333.0,262.0,73.0,332.0,551.0,14294
34,34,98,77,0,2,1,189,55,80.0,787.0,786.0,325.0,626.0,876.0,384.0,156.0,597.0,816.0,14336
21,26,70,64,90,0,1,146,29,164.0,1174.0,1173.0,488.0,803.0,963.0,583.0,222.0,731.0,1189.0,14374
0,2,4,70,10,0,1,142,86,7.0,396.0,395.0,87.0,302.0,247.0,200.0,74.0,270.0,393.0,14413
44,2,58,70,1,0,1,144,86,44.0,435.0,434.0,212.0,471.0,770.0,237.0,155.0,483.0,477.0,14448
37,19,72,96,12,2,3,151,77,78.0,923.0,920.0,314.0,678.0,2100.0,315.0,189.0,671.0,1355.0,14500
2,13,68,21,114,1,6,127,51,162.0,1629.0,1634.0,375.0,760.0,3854.0,391.0,173.0,705.0,2617.0,14537
0,2,7,69,1,0,1,144,86,0.0,390.0,389.0,79.0,293.0,241.0,192.0,66.0,261.0,388.0,14578
5,2,7,70,1,0,1,136,86,3.0,378.0,377.0,87.0,306.0,290.0,191.0,75.0,281.0,380.0,14618
0,2,14,70,1,0,5,144,86,24.0,1191.0,1186.0,208.0,579.0,2934.0,241.0,87.0,535.0,1985.0,14653
39,9,56,100,13,2,2,129,89,61.0,626.0,624.0,253.0,572.0,1399.0,268.0,189.0,580.0,862.0,14688
49,22,23,31,14,2,9,65,83,121.0,1849.0,1857.0,394.0,910.0,6119.0,244.0,185.0,927.0,3480.0,14723
3,5,2,70,1,0,1,144,93,4.0,369.0,368.0,79.0,294.0,263.0,185.0,71.0,267.0,370.0,14758
0,2,17,70,1,0,1,144,91,2.0,373.0,372.0,72.0,286.0,231.0,186.0,65.0,256.0,370.0,14794
26,2,7,70,1,0,1,144,81,26.0,438.0,437.0,166.0,410.0,565.0,228.0,119.0,402.0,461.0,14832
31,30,62,100,0,2,1,192,71,67.0,659.0,658.0,282.0,584.0,759.0,340.0,167.0,564.0,687.0,14903
42,50,98,56,145,0,7,8,12,259.0,1572.0,1578.0,455.0,907.0,4866.0,357.0,312.0,923.0,2800.0,14938
3,2,7,70,1,0,1,144,86,3.0,394.0,393.0,89.0,307.0,278.0,196.0,73.0,278.0,395.0,14978
0,36,7,70,1,0,6,144,86,64.0,1391.0,1385.0,240.0,650.0,3607.0,253.0,92.0,603.0,2384.0,15018
31,19,69,100,0,2,2,179,63,63.0,887.0,885.0,324.0,669.0,1447.0,364.0,173.0,644.0,1113.0,15070
0,10,7,70,1,0,1,136,86,6.0,373.0,372.0,72.0,286.0,230.0,186.0,65.0,256.0,370.0,15106
7,42,40,0,151,0,7,77,2,563.0,9176.0,9182.0,3298.0,4606.0,8677.0,3536.0,581.0,3906.0,10332.0,15150
0,0,7,69,1,0,1,167,86,0.0,444.0,443.0,99.0,321.0,270.0,215.0,67.0,284.0,441.0,15196
0,2,7,70,1,0,5,144,86,24.0,1191.0,1186.0,208.0,579.0,2934.0,241.0,87.0,535.0,1985.0,15235
36,27,80,91,0,2,2,200,70,76.0,886.0,884.0,331.0,673.0,1500.0,361.0,174.0,652.0,1117.0,15294
22,44,25,61,112,2,8,191,100,218.0,1966.0,1973.0,490.0,998.0,5364.0,421.0,253.0,966.0,3375.0,15332
0,7,14,70,1,0,1,144,86,5.0,391.0,390.0,80.0,295.0,242.0,193.0,67.0,263.0,389.0,15368
0,0,7,70,1,0,1,144,86,1.0,391.0,390.0,80.0,295.0,242.0,193.0,67.0,263.0,389.0,15405
0,2,11,8,1,0,1,144,86,0.0,329.0,328.0,18.0,171.0,184.0,131.0,5.0,139.0,327.0,15442
35,26,80,89,3,2,2,186,69,76.0,854.0,852.0,317.0,651.0,1471.0,348.0,172.0,633.0,1084.0,15486
25,47,48,97,145,1,5,21,13,236.0,1376.0,1371.0,449.0,872.0,3397.0,432.0,306.0,853.0,2194.0,15528
0,2,5,80,7,0,1,88,86,0.0,276.0,275.0,45.0,255.0,184.0,154.0,77.0,234.0,274.0,15564
0,2,7,70,22,0,1,144,86,21.0,412.0,411.0,101.0,316.0,263.0,214.0,88.0,284.0,410.0,15601
39,29,73,97,0,2,1,200,84,71.0,599.0,598.0,278.0,577.0,815.0,318.0,177.0,571.0,634.0,15653
0,8,7,90,23,0,1,136,86,26.0,415.0,414.0,114.0,348.0,272.0,228.0,107.0,318.0,412.0,15688
34,20,24,0,36,1,3,55,69,90.0,639.0,641.0,166.0,402.0,1894.0,166.0,127.0,416.0,1067.0,15724
0,4,7,70,1,0,2,144,86,8.0,591.0,589.0,112.0,366.0,915.0,205.0,72.0,331.0,788.0,15765
37,27,76,92,2,2,1,188,76,69.0,612.0,611.0,276.0,571.0,799.0,321.0,170.0,561.0,646.0,15807
0,2,7,70,1,0,1,29,86,12.0,121.0,120.0,25.0,158.0,91.0,80.0,55.0,150.0,120.0,15845
49,15,32,51,140,2,1,136,12,286.0,2511.0,2510.0,1100.0,1587.0,2040.0,1183.0,370.0,1430.0,2548.0,15881
0,2,7,65,17,0,1,144,78,17.0,437.0,436.0,104.0,319.0,272.0,218.0,79.0,283.0,434.0,15918
0,4,7,70,1,0,1,179,86,5.0,474.0,473.0,111.0,337.0,287.0,228.0,70.0,298.0,471.0,15953
0,2,7,70,1,0,1,144,70,3.0,469.0,468.0,109.0,335.0,285.0,226.0,70.0,296.0,466.0,15989
25,17,44,91,6,2,1,156,53,55.0,698.0,697.0,280.0,573.0,710.0,352.0,153.0,543.0,719.0,16046
2,36,0,37,178,0,10,111,51,271.0,2465.0,2474.0,574.0,1122.0,6568.0,507.0,290.0,1065.0,4246.0,16093
1,2,7,70,1,0,1,144,86,1.0,392.0,391.0,83.0,299.0,254.0,194.0,69.0,268.0,391.0,16132
0,2,42,70,1,0,1,144,86,0.0,391.0,390.0,80.0,295.0,242.0,193.0,67.0,263.0,389.0,16167
14,9,9,94,8,2,1,134,36,46.0,850.0,849.0,312.0,618.0,672.0,413.0,144.0,563.0,859.0,16205
1,2,7,70,2,0,1,171,79,5.0,492.0,491.0,122.0,351.0,310.0,237.0,73.0,311.0,490.0,16243
0,49,47,100,200,2,9,102,34,304.0,2487.0,2478.0,667.0,1258.0,6003.0,630.0,346.0,1178.0,4075.0,16288
0,5,7,70,16,0,1,121,86,15.0,352.0,351.0,74.0,283.0,226.0,185.0,79.0,255.0,349.0,16324
0,2,7,54,1,0,1,144,86,0.0,375.0,374.0,64.0,263.0,226.0,177.0,51.0,231.0,373.0,16362
28,16,58,92,0,2,1,149,47,54.0,743.0,742.0,301.0,605.0,767.0,370.0,157.0,574.0,766.0,16422
16,6,13,49,12,0,4,91,87,43.0,871.0,867.0,165.0,477.0,2372.0,182.0,98.0,463.0,1482.0,16468
0,2,7,70,1,0,1,148,86,0.0,401.0,400.0,83.0,301.0,247.0,198.0,67.0,268.0,398.0,16512
35,13,20,100,0,2,1,150,76,46.0,515.0,514.0,237.0,525.0,724.0,282.0,167.0,522.0,547.0,16563
0,12,7,70,1,0,1,144,14,86.0,2131.0,2130.0,751.0,1182.0,1214.0,925.0,143.0,995.0,2119.0,16598
0,2,7,70,1,0,1,135,90,3.0,355.0,354.0,65.0,277.0,221.0,178.0,64.0,248.0,353.0,16635
49,17,89,0,171,2,3,0,37,229.0,624.0,626.0,280.0,511.0,2183.0,244.0,281.0,554.0,1068.0,16675
7,2,7,61,1,0,1,146,86,7.0,394.0,393.0,93.0,307.0,319.0,193.0,72.0,282.0,398.0,16714
0,10,7,70,1,0,8,144,86,50.0,1791.0,1783.0,304.0,792.0,4953.0,277.0,102.0,739.0,3182.0,16757
21,0,11,100,8,2,1,146,72,30.0,521.0,520.0,207.0,483.0,571.0,282.0,149.0,466.0,539.0,16811
0,34,9,89,68,1,2,110,13,165.0,2048.0,2046.0,727.0,1171.0,1767.0,868.0,218.0,1013.0,2237.0,16849
0,2,7,70,1,0,1,144,86,0.0,391.0,390.0,80.0,295.0,242.0,193.0,67.0,263.0,389.0,16893
9,0,0,100,14,2,1,126,79,19.0,427.0,426.0,143.0,397.0,383.0,239.0,126.0,375.0,434.0,16937
0,2,7,15,1,0,1,144,31,25.0,937.0,936.0,257.0,491.0,521.0,391.0,37.0,406.0,931.0,16972
0,2,7,70,1,0,1,144,100,3.0,343.0,342.0,61.0,272.0,215.0,174.0,64.0,244.0,341.0,17008
16,30,16,76,37,1,2,0,77,69.0,310.0,308.0,70.0,305.0,958.0,120.0,129.0,316.0,524.0,17050
0,2,8,83,14,0,1,170,95,13.0,440.0,439.0,115.0,346.0,280.0,229.0,93.0,312.0,438.0,17096
19,0,0,100,12,2,1,124,78,27.0,434.0,433.0,171.0,434.0,500.0,246.0,144.0,422.0,451.0,17148
0,2,7,70,1,0,1,103,86,5.0,295.0,294.0,42.0,246.0,187.0,153.0,62.0,223.0,293.0,17191
9,7,7,73,1,0,1,122,86,11.0,351.0,350.0,90.0,311.0,324.0,183.0,85.0,292.0,358.0,17226
20,26,29,0,133,0,1,106,71,173.0,462.0,462.0,213.0,375.0,553.0,286.0,192.0,366.0,480.0,17263
13,0,0,100,8,2,1,94,67,16.0,386.0,385.0,135.0,386.0,404.0,220.0,127.0,372.0,397.0,17313
0,2,7,70,1,0,1,144,80,0.0,416.0,415.0,89.0,308.0,255.0,204.0,67.0,274.0,414.0,17355
0,2,7,73,1,0,1,144,86,0.0,394.0,393.0,83.0,301.0,245.0,196.0,70.0,269.0,392.0,17397
17,44,63,89,10,2,1,17,65,54.0,151.0,150.0,49.0,265.0,313.0,118.0,115.0,275.0,167.0,17436
2,2,10,71,3,0,1,144,97,1.0,357.0,356.0,73.0,288.0,247.0,182.0,71.0,261.0,357.0,17479
0,2,7,70,1,2,1,144,86,0.0,391.0,390.0,80.0,295.0,242.0,193.0,67.0,263.0,389.0,17517
0,0,0,100,12,2,1,33,65,1.0,197.0,196.0,30.0,246.0,150.0,135.0,97.0,235.0,196.0,17556
